Benchmark Name,Iteration 1,Iteration 2,Iteration 3,Iteration 4,Iteration 5,Iteration 6,Iteration 7,Iteration 8,Iteration 9,Iteration 10,Iteration 11,Iteration 12,Iteration 13,Iteration 14,Iteration 15,Iteration 16,Iteration 17,Iteration 18,Iteration 19,Iteration 20,Iteration 21,Iteration 22,Iteration 23,Iteration 24,Iteration 25,Iteration 26,Iteration 27,Iteration 28,Iteration 29,Iteration 30,RSD
io.reactivex.rxjava3.internal.operators.flowable.FlowableConcatWithMaybeTest._Benchmark.benchmark_normalEmpty,4051059.92,4048236.661,4043851.428,4052355.639,4055813.892,4046781.112,4051452.17,4042055.5,4050128.034,4056940.231,4051123.524,4043450.401,4051510.548,4038294.882,4055673.823,4038630.494,4047649.833,4046361.893,4052059.65,4052925.726,4050479.506,4053909.391,4045143.014,4054632.937,4052316.747,4053709.295,4033559.355,4043503.872,4059185.87,4044729.564,0.14867087
io.reactivex.rxjava3.internal.jdk8.FlowableBlockingStreamTest._Benchmark.benchmark_rangeBackpressured,2251918.548,2254268.462,2249242.968,2250161.409,2256235.287,2254774.419,2251029.447,2256397.82,2248568.355,2246674.222,2255046.373,2252688.862,2254547.371,2251241.585,2257709.712,2251746.401,2253919.298,2252876.167,2254828.887,2250860.277,2245620.958,2253218.076,2245364.37,2254740.83,2254287.827,2248730.182,2254744.377,2254517.048,2246115.514,2250578.715,0.148728425
io.reactivex.rxjava3.internal.operators.flowable.FlowablePublishTest._Benchmark.benchmark_splitCombineSubscriberChangeAfterOnNext,152275.726,152182.193,151995.942,152288.813,152273.376,152085.716,151790.696,152595.584,152399.922,152395.459,152379.574,152058.371,152221.371,152191.174,152070.713,151630.008,151985.259,152369.22,152558.751,152118.684,152500.431,152438.715,152128.485,152097.058,152551.389,152365.49,152304.043,152029.411,152287.103,151951.093,0.149161827
io.reactivex.rxjava3.internal.jdk8.ObservableMapOptionalTest._Benchmark.benchmark_mixed,5594287.12,5588546.305,5579274.773,5572279.408,5569517.018,5584565.976,5588336.16,5586628.716,5574115.962,5583950.922,5576295.187,5591034.563,5592174.099,5586824.294,5597409.754,5588466.501,5590026.436,5584625.566,5588500.032,5599206.909,5591337.913,5588260.831,5575330.937,5592055.582,5580869.606,5602059.596,5571394.477,5577637.195,5592470.086,5584569.789,0.149431804
io.reactivex.rxjava3.internal.operators.flowable.FlowableFromIterableTest._Benchmark.benchmark_normalConditional,3880303.304,3878864.129,3882485.96,3867578.129,3871794.095,3886029.753,3880167.737,3871421.571,3882218.397,3887423.999,3877150.707,3881961.781,3879761.858,3878315.826,3880455.028,3882532.419,3866049.268,3870703.355,3868259.19,3869856.017,3875074.067,3878152.415,3868563.228,3873548.568,3873751.354,3881614.882,3876185.933,3878668.492,3880418.866,3884984.74,0.149991586
io.reactivex.rxjava3.internal.operators.mixed.ObservableConcatMapMaybeTest._Benchmark.benchmark_checkUnboundedInnerQueue,2016429.457,2018357.691,2017239.43,2015749.694,2010880.791,2018605.072,2013742.712,2018396.784,2012261.43,2014659.63,2017239.691,2014010.143,2019646.05,2015806.244,2015198.926,2012099.323,2012570.014,2013661.962,2021182.818,2017500.261,2012933.343,2007333.335,2012678.992,2014178.952,2016376.111,2012041.555,2019446.421,2012759.45,2014746.359,2017379.042,0.150812429
io.reactivex.rxjava3.internal.operators.flowable.FlowableElementAtTest._Benchmark.benchmark_elementAtWithIndexOutOfBounds,10756327.12,10762618.94,10767672.25,10759826.87,10766889.37,10749293,10711380.83,10756663.29,10746230.26,10771150.88,10782570.25,10780203.96,10743164.78,10790553.54,10761222.67,10762495.03,10757324.55,10757789.13,10768300.25,10750340.16,10771634.57,10759425.57,10746557.46,10753598.2,10794332.73,10778706.08,10773883.69,10780441.96,10757834.23,10750724.97,0.151156764
io.reactivex.rxjava3.internal.operators.observable.ObservableScalarXMapTest._Benchmark.benchmark_scalarMapToCrashingCallable,953622.188,950477.395,950650.106,951466.583,952149.814,950791.711,946047.589,951168.694,952038.171,950015.567,950642.869,951603.114,950234.741,949641.833,950721.715,952943.884,950875.156,952871.905,952014.745,949771.425,950803.138,951692.872,950048.616,949182.774,952029.309,950203.811,949272.869,950187.324,952476.648,951079.109,0.151500816
io.reactivex.rxjava3.internal.operators.flowable.FlowableFlatMapSingleTest._Benchmark.benchmark_disposed,4067475.083,4074297.727,4080438.505,4078955.96,4066364.854,4076271.568,4081477.446,4074323.478,4070286.348,4067162.495,4056303.292,4073871.866,4071950.655,4065386.342,4076227.447,4067591.096,4071213.044,4075403.68,4066970.328,4078703.204,4065884.659,4074051.261,4068148.344,4063461.829,4072573.592,4061859.7,4077005.631,4076148.116,4066586.157,4061821.649,0.151581215
io.reactivex.rxjava3.internal.operators.flowable.FlowableReplayTest._Benchmark.benchmark_cancelOnArrival,3719516.097,3734974.865,3741885.234,3738031.251,3738874.17,3727903.369,3743101.651,3737784.928,3736990.994,3725934.11,3729002.302,3740276.722,3730531.076,3736681.31,3736244.11,3742283.78,3733982.336,3738776.573,3736419.945,3737184.788,3740811.052,3742169.398,3737231.912,3740713.687,3744110.266,3731590.986,3732366.806,3731404.228,3734867.758,3741858.544,0.151694072
io.reactivex.rxjava3.internal.operators.single.SingleConcatMapTest._Benchmark.benchmark_concatMapValue,8321160.553,8326528.405,8328451.7,8341622.841,8323068.683,8338146.939,8300248.501,8333764.814,8326628.593,8315756.509,8337821.681,8332061.439,8322828.739,8339035.353,8330720.159,8322747.258,8345155.65,8322706.221,8326906.553,8324687.117,8338008.348,8306289.181,8339673.85,8302082.67,8334539.695,8337351.845,8353021.263,8308740.577,8318581.264,8315505.712,0.152505135
io.reactivex.rxjava3.internal.operators.observable.ObservableConcatMapTest._Benchmark.benchmark_concatReportsDisposedOnComplete,2843318.58,2840510.058,2845088.838,2844034.281,2839372.829,2842207.981,2838036.045,2848226.945,2847512.411,2838431.027,2844312,2836438.625,2846579.665,2847925.013,2849846.853,2843738.272,2841303.057,2847253.856,2845724.514,2850431.058,2837428.11,2836308.527,2838003.531,2839216.916,2845399.915,2841024.754,2852167.219,2842114.366,2843364.567,2846117.467,0.152697083
io.reactivex.rxjava3.internal.jdk8.FlowableStageSubscriberOrErrorTest._Benchmark.benchmark_firstCompletableManualCompleteCancels,8426963.451,8391282.331,8395054.035,8408495.489,8390932.389,8391281.19,8387296.902,8387898.108,8399746.861,8398130.314,8375029.409,8397070.262,8394690.593,8387450.282,8409507.312,8389475.167,8389896.364,8408481.589,8396113.173,8380312.765,8396973.005,8370938.71,8367329.68,8401134.706,8383623.864,8383048.24,8407359.769,8372275.551,8395482.561,8381777.816,0.152951823
io.reactivex.rxjava3.internal.schedulers.ScheduledRunnableTest._Benchmark.benchmark_syncDisposeIdempotent,23060850.72,23100091.11,23014036.91,23068747.96,23096522.41,23130275.42,23054457.56,23137756,23021252.68,23070561.56,23055728.16,23119306.62,23068562.62,23093766.58,23052766.9,23057867.39,23110815.7,23100808.54,23114550.18,23096257.22,23054508.76,23140070.85,23100138.38,23156699.48,23085219.62,23092221.62,23056976.87,23038875.22,23077416.6,23124548.49,0.153200954
io.reactivex.rxjava3.internal.operators.flowable.FlowableSkipTest._Benchmark.benchmark_doubleOnSubscribe,753557.261,755056.572,755066.631,753927.183,753822.328,753336.302,753341.628,753577.602,754890.597,754982.894,754322.606,754435.494,753424.186,753726.684,754587.763,750851.339,754692.925,754974.981,753779.962,751829.638,754016.4,753188.568,755808.303,751337.717,751956.502,753624.469,755070.644,753954.929,752920.745,753438.942,0.153848815
io.reactivex.rxjava3.internal.operators.flowable.FlowableTimeoutWithSelectorTest._Benchmark.benchmark_empty,6605373.268,6595597.71,6588647.26,6601762.595,6600393.011,6607802.253,6602977.005,6586837.486,6581098.119,6583772.236,6597474.128,6588260.407,6600432.782,6603218.92,6605187.158,6581112.024,6576977.092,6602308.068,6577782.617,6591520.555,6589940.733,6579224.318,6596134.445,6568275.611,6593008.123,6597144.797,6603851.221,6594812.317,6586845.137,6600385.84,0.154619161
io.reactivex.rxjava3.internal.operators.observable.ObservableFlatMapTest._Benchmark.benchmark_maxConcurrencySustained,942200.013,940594.233,942375.192,939556.552,942621.601,942189.521,939962.945,942399.661,939310.766,941297.57,941898.198,939792.147,940180.849,939126.189,940091.298,939716.032,941247.049,938560.977,942773.689,938776.087,940590.192,938759.302,941103.733,942247.999,942985.173,942210.35,937854.834,942185.79,940711.368,941700.546,0.155201808
io.reactivex.rxjava3.internal.operators.observable.ObservableFirstTest._Benchmark.benchmark_firstOrErrorOneElementObservable,461312.809,461853.877,463583.585,461921.624,461814.216,463072.875,462695.699,462628.371,461922.973,463077.774,462438.054,463058.042,461045.552,462476.762,462567.617,462135.683,463212.785,462053.307,463100.566,463262.212,462730.309,461830.727,463848.922,461502.369,463047.04,461344.932,462142.698,461625.865,462401.967,461852.371,0.15527733
io.reactivex.rxjava3.internal.operators.maybe.MaybeCountTest._Benchmark.benchmark_isDisposed,9301802.874,9310346.319,9320454.006,9313099.816,9285378.347,9284386.988,9316175.867,9310631.144,9295988.46,9287720.383,9301345.245,9288669.301,9280709.573,9308778.792,9262661.539,9301023.122,9284089.436,9293519.302,9270827.352,9310381.742,9300474.003,9316006.835,9291996.929,9283669.377,9293291.079,9293126.037,9296057.697,9294722.232,9268227.139,9298962.109,0.155378725
io.reactivex.rxjava3.internal.operators.observable.ObservableToListTest._Benchmark.benchmark_capacityHint,3255760.838,3252567.735,3239557.378,3235195.361,3247862.43,3247868.21,3236611.421,3246140.125,3246524.992,3251856.399,3245572.922,3247139.804,3239782.191,3246016.814,3246788.252,3248334.332,3245289.565,3248777.901,3246488.498,3241334.497,3246538.154,3244853.157,3253750.418,3253520.261,3244663.534,3244136.254,3250596.861,3241003.546,3254604.045,3247144.001,0.155477397
